journal_entry_id,line_number,account_id,cost_center_id,debit_amount,credit_amount,line_description
JE-000384,1,6010,CC100,182077.37,0,Payroll - CC100 - 2024-12
JE-000384,2,1010,CC100,0,182077.37,Payroll - CC100 - 2024-12
JE-000385,1,6010,CC200,112462.54,0,Payroll - CC200 - 2024-12
JE-000385,2,1010,CC200,0,112462.54,Payroll - CC200 - 2024-12
JE-000386,1,6010,CC300,69766.55,0,Payroll - CC300 - 2024-12
JE-000386,2,1010,CC300,0,69766.55,Payroll - CC300 - 2024-12
JE-000387,1,6010,CC400,45021.38,0,Payroll - CC400 - 2024-12
JE-000387,2,1010,CC400,0,45021.38,Payroll - CC400 - 2024-12
JE-000388,1,6010,CC500,32757.9,0,Payroll - CC500 - 2024-12
JE-000388,2,1010,CC500,0,32757.9,Payroll - CC500 - 2024-12
JE-000389,1,6010,CC600,55317.21,0,Payroll - CC600 - 2024-12
JE-000389,2,1010,CC600,0,55317.21,Payroll - CC600 - 2024-12
JE-000390,1,6010,CC700,51644.94,0,Payroll - CC700 - 2024-12
JE-000390,2,1010,CC700,0,51644.94,Payroll - CC700 - 2024-12
JE-000391,1,6010,CC800,76481.26,0,Payroll - CC800 - 2024-12
JE-000391,2,1010,CC800,0,76481.26,Payroll - CC800 - 2024-12
JE-000392,1,6010,CC900,145572.82,0,Payroll - CC900 - 2024-12
JE-000392,2,1010,CC900,0,145572.82,Payroll - CC900 - 2024-12
JE-000393,1,6020,CC100,49844.92,0,Benefits - CC100 - 2024-12
JE-000393,2,2020,CC100,0,49844.92,Benefits - CC100 - 2024-12
JE-000394,1,6020,CC200,32893.82,0,Benefits - CC200 - 2024-12
JE-000394,2,2020,CC200,0,32893.82,Benefits - CC200 - 2024-12
JE-000395,1,6020,CC300,17695.69,0,Benefits - CC300 - 2024-12
JE-000395,2,2020,CC300,0,17695.69,Benefits - CC300 - 2024-12
JE-000396,1,6020,CC400,12188.28,0,Benefits - CC400 - 2024-12
JE-000396,2,2020,CC400,0,12188.28,Benefits - CC400 - 2024-12
JE-000397,1,6020,CC500,9220.96,0,Benefits - CC500 - 2024-12
JE-000397,2,2020,CC500,0,9220.96,Benefits - CC500 - 2024-12
JE-000398,1,6020,CC600,14367.08,0,Benefits - CC600 - 2024-12
JE-000398,2,2020,CC600,0,14367.08,Benefits - CC600 - 2024-12
JE-000399,1,6020,CC700,14709.39,0,Benefits - CC700 - 2024-12
JE-000399,2,2020,CC700,0,14709.39,Benefits - CC700 - 2024-12
JE-000400,1,6020,CC800,21010.84,0,Benefits - CC800 - 2024-12
JE-000400,2,2020,CC800,0,21010.84,Benefits - CC800 - 2024-12
JE-000401,1,6020,CC900,38169.08,0,Benefits - CC900 - 2024-12
JE-000401,2,2020,CC900,0,38169.08,Benefits - CC900 - 2024-12
JE-000402,1,6030,CC600,41941.31,0,Rent and facilities - 2024-12
JE-000402,2,1010,CC600,0,41941.31,Rent and facilities - 2024-12
JE-000403,1,6040,CC999,17956.19,0,Depreciation - 2024-12
JE-000403,2,1120,CC999,0,17956.19,Depreciation - 2024-12
JE-000404,1,6050,CC100,35894.63,0,Professional services - 2024-12
JE-000404,2,2010,CC100,0,35894.63,Professional services - 2024-12
JE-000405,1,6060,CC300,56749.98,0,Marketing spend - 2024-12
JE-000405,2,2010,CC300,0,56749.98,Marketing spend - 2024-12
JE-000406,1,6070,CC800,13405.01,0,Travel and entertainment - 2024-12
JE-000406,2,1010,CC800,0,13405.01,Travel and entertainment - 2024-12
JE-000407,1,6080,CC100,33313.49,0,Software subscriptions - 2024-12
JE-000407,2,2010,CC100,0,33313.49,Software subscriptions - 2024-12
JE-000408,1,6090,CC999,14681.03,0,Insurance - 2024-Q4
JE-000408,2,1040,CC999,0,14681.03,Insurance - 2024-Q4
JE-000409,1,6100,CC600,8463.86,0,Utilities - 2024-12
JE-000409,2,2010,CC600,0,8463.86,Utilities - 2024-12
JE-000410,1,7010,CC400,6201.96,0,Interest expense - 2024-12
JE-000410,2,1010,CC400,0,6201.96,Interest expense - 2024-12
JE-000411,1,7020,CC400,83146.55,0,Tax provision - 2024-Q4
JE-000411,2,2020,CC400,0,83146.55,Tax provision - 2024-Q4
JE-000412,1,1010,CC400,668088.88,0,Cash collections - 2024-12
JE-000412,2,1020,CC400,0,668088.88,Cash collections - 2024-12
JE-000413,1,2010,CC400,283356.88,0,AP payments - 2024-12
JE-000413,2,1010,CC400,0,283356.88,AP payments - 2024-12
JE-000414,1,1020,CC200,446064.01,0,Product revenue - 2025-01
JE-000414,2,4010,CC200,0,446064.01,Product revenue - 2025-01
JE-000415,1,1020,CC200,190516.06,0,Service revenue - 2025-01
JE-000415,2,4020,CC200,0,190516.06,Service revenue - 2025-01
JE-000416,1,1020,CC200,89953.3,0,Subscription revenue - 2025-01
JE-000416,2,4030,CC200,0,89953.3,Subscription revenue - 2025-01
JE-000417,1,5010,CC600,274999.7,0,COGS product - 2025-01
JE-000417,2,1030,CC600,0,274999.7,COGS product - 2025-01
JE-000418,1,5020,CC600,78568.79,0,COGS services - 2025-01
JE-000418,2,2020,CC600,0,78568.79,COGS services - 2025-01
JE-000419,1,5030,CC900,22399.47,0,COGS subscriptions - 2025-01
JE-000419,2,2020,CC900,0,22399.47,COGS subscriptions - 2025-01
JE-000420,1,6010,CC100,205926.24,0,Payroll - CC100 - 2025-01
JE-000420,2,1010,CC100,0,205926.24,Payroll - CC100 - 2025-01
JE-000421,1,6010,CC200,123974.93,0,Payroll - CC200 - 2025-01
JE-000421,2,1010,CC200,0,123974.93,Payroll - CC200 - 2025-01
JE-000422,1,6010,CC300,74852.79,0,Payroll - CC300 - 2025-01
JE-000422,2,1010,CC300,0,74852.79,Payroll - CC300 - 2025-01
JE-000423,1,6010,CC400,47931.61,0,Payroll - CC400 - 2025-01
JE-000423,2,1010,CC400,0,47931.61,Payroll - CC400 - 2025-01
JE-000424,1,6010,CC500,41413.66,0,Payroll - CC500 - 2025-01
JE-000424,2,1010,CC500,0,41413.66,Payroll - CC500 - 2025-01
JE-000425,1,6010,CC600,58263.17,0,Payroll - CC600 - 2025-01
JE-000425,2,1010,CC600,0,58263.17,Payroll - CC600 - 2025-01
JE-000426,1,6010,CC700,53858.48,0,Payroll - CC700 - 2025-01
JE-000426,2,1010,CC700,0,53858.48,Payroll - CC700 - 2025-01
JE-000427,1,6010,CC800,84274.94,0,Payroll - CC800 - 2025-01
JE-000427,2,1010,CC800,0,84274.94,Payroll - CC800 - 2025-01
JE-000428,1,6010,CC900,162538.38,0,Payroll - CC900 - 2025-01
JE-000428,2,1010,CC900,0,162538.38,Payroll - CC900 - 2025-01
JE-000429,1,6020,CC100,59366.62,0,Benefits - CC100 - 2025-01
JE-000429,2,2020,CC100,0,59366.62,Benefits - CC100 - 2025-01
JE-000430,1,6020,CC200,34225.14,0,Benefits - CC200 - 2025-01
JE-000430,2,2020,CC200,0,34225.14,Benefits - CC200 - 2025-01
JE-000431,1,6020,CC300,21058.89,0,Benefits - CC300 - 2025-01
JE-000431,2,2020,CC300,0,21058.89,Benefits - CC300 - 2025-01
JE-000432,1,6020,CC400,12641.0,0,Benefits - CC400 - 2025-01
JE-000432,2,2020,CC400,0,12641.0,Benefits - CC400 - 2025-01
JE-000433,1,6020,CC500,10513.86,0,Benefits - CC500 - 2025-01
JE-000433,2,2020,CC500,0,10513.86,Benefits - CC500 - 2025-01
JE-000434,1,6020,CC600,15398.16,0,Benefits - CC600 - 2025-01
JE-000434,2,2020,CC600,0,15398.16,Benefits - CC600 - 2025-01
JE-000435,1,6020,CC700,14196.33,0,Benefits - CC700 - 2025-01
JE-000435,2,2020,CC700,0,14196.33,Benefits - CC700 - 2025-01
JE-000436,1,6020,CC800,22415.91,0,Benefits - CC800 - 2025-01
JE-000436,2,2020,CC800,0,22415.91,Benefits - CC800 - 2025-01
JE-000437,1,6020,CC900,45024.37,0,Benefits - CC900 - 2025-01
JE-000437,2,2020,CC900,0,45024.37,Benefits - CC900 - 2025-01
JE-000438,1,6030,CC600,43424.69,0,Rent and facilities - 2025-01
JE-000438,2,1010,CC600,0,43424.69,Rent and facilities - 2025-01
JE-000439,1,6040,CC999,18233.99,0,Depreciation - 2025-01
JE-000439,2,1120,CC999,0,18233.99,Depreciation - 2025-01
JE-000440,1,6050,CC800,43311.11,0,Professional services - 2025-01
JE-000440,2,2010,CC800,0,43311.11,Professional services - 2025-01
JE-000441,1,6060,CC300,49121.35,0,Marketing spend - 2025-01
JE-000441,2,2010,CC300,0,49121.35,Marketing spend - 2025-01
JE-000442,1,6070,CC300,16035.42,0,Travel and entertainment - 2025-01
JE-000442,2,1010,CC300,0,16035.42,Travel and entertainment - 2025-01
JE-000443,1,6080,CC100,25000.44,0,Software subscriptions - 2025-01
JE-000443,2,2010,CC100,0,25000.44,Software subscriptions - 2025-01
JE-000444,1,6100,CC600,8225.72,0,Utilities - 2025-01
JE-000444,2,2010,CC600,0,8225.72,Utilities - 2025-01
JE-000445,1,7010,CC400,6255.94,0,Interest expense - 2025-01
JE-000445,2,1010,CC400,0,6255.94,Interest expense - 2025-01
JE-000446,1,1010,CC400,660114.14,0,Cash collections - 2025-01
JE-000446,2,1020,CC400,0,660114.14,Cash collections - 2025-01
JE-000447,1,2010,CC400,307860.69,0,AP payments - 2025-01
JE-000447,2,1010,CC400,0,307860.69,AP payments - 2025-01
JE-000448,1,1020,CC200,423779.07,0,Product revenue - 2025-02
JE-000448,2,4010,CC200,0,423779.07,Product revenue - 2025-02
JE-000449,1,1020,CC200,161911.49,0,Service revenue - 2025-02
JE-000449,2,4020,CC200,0,161911.49,Service revenue - 2025-02
JE-000450,1,1020,CC200,81600.89,0,Subscription revenue - 2025-02
JE-000450,2,4030,CC200,0,81600.89,Subscription revenue - 2025-02
JE-000451,1,5010,CC600,255789.5,0,COGS product - 2025-02
JE-000451,2,1030,CC600,0,255789.5,COGS product - 2025-02
JE-000452,1,5020,CC600,60980.19,0,COGS services - 2025-02
JE-000452,2,2020,CC600,0,60980.19,COGS services - 2025-02
JE-000453,1,5030,CC900,16358.67,0,COGS subscriptions - 2025-02
JE-000453,2,2020,CC900,0,16358.67,COGS subscriptions - 2025-02
JE-000454,1,6010,CC100,201608.08,0,Payroll - CC100 - 2025-02
JE-000454,2,1010,CC100,0,201608.08,Payroll - CC100 - 2025-02
JE-000455,1,6010,CC200,146432.68,0,Payroll - CC200 - 2025-02
JE-000455,2,1010,CC200,0,146432.68,Payroll - CC200 - 2025-02
JE-000456,1,6010,CC300,77835.9,0,Payroll - CC300 - 2025-02
JE-000456,2,1010,CC300,0,77835.9,Payroll - CC300 - 2025-02
JE-000457,1,6010,CC400,45983.58,0,Payroll - CC400 - 2025-02
JE-000457,2,1010,CC400,0,45983.58,Payroll - CC400 - 2025-02
JE-000458,1,6010,CC500,36765.7,0,Payroll - CC500 - 2025-02
JE-000458,2,1010,CC500,0,36765.7,Payroll - CC500 - 2025-02
JE-000459,1,6010,CC600,64315.66,0,Payroll - CC600 - 2025-02
JE-000459,2,1010,CC600,0,64315.66,Payroll - CC600 - 2025-02
JE-000460,1,6010,CC700,52351.53,0,Payroll - CC700 - 2025-02
JE-000460,2,1010,CC700,0,52351.53,Payroll - CC700 - 2025-02
JE-000461,1,6010,CC800,83129.45,0,Payroll - CC800 - 2025-02
JE-000461,2,1010,CC800,0,83129.45,Payroll - CC800 - 2025-02
JE-000462,1,6010,CC900,163125.49,0,Payroll - CC900 - 2025-02
JE-000462,2,1010,CC900,0,163125.49,Payroll - CC900 - 2025-02
JE-000463,1,6020,CC100,54795.42,0,Benefits - CC100 - 2025-02
JE-000463,2,2020,CC100,0,54795.42,Benefits - CC100 - 2025-02
JE-000464,1,6020,CC200,36820.68,0,Benefits - CC200 - 2025-02
JE-000464,2,2020,CC200,0,36820.68,Benefits - CC200 - 2025-02
JE-000465,1,6020,CC300,20767.12,0,Benefits - CC300 - 2025-02
JE-000465,2,2020,CC300,0,20767.12,Benefits - CC300 - 2025-02
JE-000466,1,6020,CC400,13057.36,0,Benefits - CC400 - 2025-02
JE-000466,2,2020,CC400,0,13057.36,Benefits - CC400 - 2025-02
JE-000467,1,6020,CC500,9934.67,0,Benefits - CC500 - 2025-02
JE-000467,2,2020,CC500,0,9934.67,Benefits - CC500 - 2025-02
JE-000468,1,6020,CC600,16609.66,0,Benefits - CC600 - 2025-02
JE-000468,2,2020,CC600,0,16609.66,Benefits - CC600 - 2025-02
JE-000469,1,6020,CC700,14311.31,0,Benefits - CC700 - 2025-02
JE-000469,2,2020,CC700,0,14311.31,Benefits - CC700 - 2025-02
JE-000470,1,6020,CC800,21312.84,0,Benefits - CC800 - 2025-02
JE-000470,2,2020,CC800,0,21312.84,Benefits - CC800 - 2025-02
JE-000471,1,6020,CC900,45856.67,0,Benefits - CC900 - 2025-02
JE-000471,2,2020,CC900,0,45856.67,Benefits - CC900 - 2025-02
JE-000472,1,6030,CC600,42691.85,0,Rent and facilities - 2025-02
JE-000472,2,1010,CC600,0,42691.85,Rent and facilities - 2025-02
JE-000473,1,6040,CC999,18493.29,0,Depreciation - 2025-02
JE-000473,2,1120,CC999,0,18493.29,Depreciation - 2025-02
JE-000474,1,6050,CC400,37531.68,0,Professional services - 2025-02
JE-000474,2,2010,CC400,0,37531.68,Professional services - 2025-02
JE-000475,1,6060,CC300,56074.96,0,Marketing spend - 2025-02
JE-000475,2,2010,CC300,0,56074.96,Marketing spend - 2025-02
JE-000476,1,6070,CC300,14130.14,0,Travel and entertainment - 2025-02
JE-000476,2,1010,CC300,0,14130.14,Travel and entertainment - 2025-02
JE-000477,1,6080,CC100,28968.64,0,Software subscriptions - 2025-02
JE-000477,2,2010,CC100,0,28968.64,Software subscriptions - 2025-02
JE-000478,1,6100,CC600,9205.96,0,Utilities - 2025-02
JE-000478,2,2010,CC600,0,9205.96,Utilities - 2025-02
JE-000479,1,7010,CC400,6097.12,0,Interest expense - 2025-02
JE-000479,2,1010,CC400,0,6097.12,Interest expense - 2025-02
JE-000480,1,1010,CC400,560858.51,0,Cash collections - 2025-02
JE-000480,2,1020,CC400,0,560858.51,Cash collections - 2025-02
JE-000481,1,2010,CC400,312699.52,0,AP payments - 2025-02
JE-000481,2,1010,CC400,0,312699.52,AP payments - 2025-02
JE-000482,1,1020,CC200,423015.43,0,Product revenue - 2025-03
JE-000482,2,4010,CC200,0,423015.43,Product revenue - 2025-03
JE-000483,1,1020,CC200,165161.73,0,Service revenue - 2025-03
JE-000483,2,4020,CC200,0,165161.73,Service revenue - 2025-03
JE-000484,1,1020,CC200,101954.69,0,Subscription revenue - 2025-03
JE-000484,2,4030,CC200,0,101954.69,Subscription revenue - 2025-03
JE-000485,1,5010,CC600,245141.48,0,COGS product - 2025-03
JE-000485,2,1030,CC600,0,245141.48,COGS product - 2025-03
JE-000486,1,5020,CC600,67459.28,0,COGS services - 2025-03
JE-000486,2,2020,CC600,0,67459.28,COGS services - 2025-03
JE-000487,1,5030,CC900,24226.94,0,COGS subscriptions - 2025-03
JE-000487,2,2020,CC900,0,24226.94,COGS subscriptions - 2025-03
JE-000488,1,6010,CC100,207188.77,0,Payroll - CC100 - 2025-03
JE-000488,2,1010,CC100,0,207188.77,Payroll - CC100 - 2025-03
JE-000489,1,6010,CC200,131469.41,0,Payroll - CC200 - 2025-03
JE-000489,2,1010,CC200,0,131469.41,Payroll - CC200 - 2025-03
JE-000490,1,6010,CC300,75085.86,0,Payroll - CC300 - 2025-03
JE-000490,2,1010,CC300,0,75085.86,Payroll - CC300 - 2025-03
JE-000491,1,6010,CC400,49925.1,0,Payroll - CC400 - 2025-03
JE-000491,2,1010,CC400,0,49925.1,Payroll - CC400 - 2025-03
JE-000492,1,6010,CC500,43032.84,0,Payroll - CC500 - 2025-03
JE-000492,2,1010,CC500,0,43032.84,Payroll - CC500 - 2025-03
JE-000493,1,6010,CC600,65126.25,0,Payroll - CC600 - 2025-03
JE-000493,2,1010,CC600,0,65126.25,Payroll - CC600 - 2025-03
JE-000494,1,6010,CC700,56680.66,0,Payroll - CC700 - 2025-03
JE-000494,2,1010,CC700,0,56680.66,Payroll - CC700 - 2025-03
JE-000495,1,6010,CC800,84140.75,0,Payroll - CC800 - 2025-03
JE-000495,2,1010,CC800,0,84140.75,Payroll - CC800 - 2025-03
JE-000496,1,6010,CC900,162582.75,0,Payroll - CC900 - 2025-03
JE-000496,2,1010,CC900,0,162582.75,Payroll - CC900 - 2025-03
JE-000497,1,6020,CC100,58233.88,0,Benefits - CC100 - 2025-03
JE-000497,2,2020,CC100,0,58233.88,Benefits - CC100 - 2025-03
JE-000498,1,6020,CC200,34435.42,0,Benefits - CC200 - 2025-03
JE-000498,2,2020,CC200,0,34435.42,Benefits - CC200 - 2025-03
JE-000499,1,6020,CC300,20549.35,0,Benefits - CC300 - 2025-03
JE-000499,2,2020,CC300,0,20549.35,Benefits - CC300 - 2025-03
JE-000500,1,6020,CC400,12766.82,0,Benefits - CC400 - 2025-03
JE-000500,2,2020,CC400,0,12766.82,Benefits - CC400 - 2025-03
JE-000501,1,6020,CC500,12797.44,0,Benefits - CC500 - 2025-03
JE-000501,2,2020,CC500,0,12797.44,Benefits - CC500 - 2025-03
JE-000502,1,6020,CC600,17795.86,0,Benefits - CC600 - 2025-03
JE-000502,2,2020,CC600,0,17795.86,Benefits - CC600 - 2025-03
JE-000503,1,6020,CC700,14896.37,0,Benefits - CC700 - 2025-03
JE-000503,2,2020,CC700,0,14896.37,Benefits - CC700 - 2025-03
JE-000504,1,6020,CC800,22587.14,0,Benefits - CC800 - 2025-03
JE-000504,2,2020,CC800,0,22587.14,Benefits - CC800 - 2025-03
JE-000505,1,6020,CC900,45571.07,0,Benefits - CC900 - 2025-03
JE-000505,2,2020,CC900,0,45571.07,Benefits - CC900 - 2025-03
JE-000506,1,6030,CC600,43911.67,0,Rent and facilities - 2025-03
JE-000506,2,1010,CC600,0,43911.67,Rent and facilities - 2025-03
JE-000507,1,6040,CC999,18775.39,0,Depreciation - 2025-03
JE-000507,2,1120,CC999,0,18775.39,Depreciation - 2025-03
JE-000508,1,6050,CC400,29605.88,0,Professional services - 2025-03
JE-000508,2,2010,CC400,0,29605.88,Professional services - 2025-03
JE-000509,1,6060,CC300,51509.59,0,Marketing spend - 2025-03
JE-000509,2,2010,CC300,0,51509.59,Marketing spend - 2025-03
JE-000510,1,6070,CC200,11579.35,0,Travel and entertainment - 2025-03
JE-000510,2,1010,CC200,0,11579.35,Travel and entertainment - 2025-03
JE-000511,1,6080,CC100,31543.14,0,Software subscriptions - 2025-03
JE-000511,2,2010,CC100,0,31543.14,Software subscriptions - 2025-03
JE-000512,1,6090,CC999,14434.12,0,Insurance - 2025-Q1
JE-000512,2,1040,CC999,0,14434.12,Insurance - 2025-Q1
JE-000513,1,6100,CC600,9312.53,0,Utilities - 2025-03
JE-000513,2,2010,CC600,0,9312.53,Utilities - 2025-03
JE-000514,1,7010,CC400,6094.02,0,Interest expense - 2025-03
JE-000514,2,1010,CC400,0,6094.02,Interest expense - 2025-03
JE-000515,1,7020,CC400,83552.28,0,Tax provision - 2025-Q1
JE-000515,2,2020,CC400,0,83552.28,Tax provision - 2025-Q1
JE-000516,1,1010,CC400,568530.32,0,Cash collections - 2025-03
JE-000516,2,1020,CC400,0,568530.32,Cash collections - 2025-03
JE-000517,1,2010,CC400,285669.03,0,AP payments - 2025-03
JE-000517,2,1010,CC400,0,285669.03,AP payments - 2025-03
JE-000518,1,1020,CC200,456501.0,0,Product revenue - 2025-04
JE-000518,2,4010,CC200,0,456501.0,Product revenue - 2025-04
JE-000519,1,1020,CC200,181108.44,0,Service revenue - 2025-04
JE-000519,2,4020,CC200,0,181108.44,Service revenue - 2025-04
JE-000520,1,1020,CC200,99611.72,0,Subscription revenue - 2025-04
JE-000520,2,4030,CC200,0,99611.72,Subscription revenue - 2025-04
JE-000521,1,5010,CC600,272941.1,0,COGS product - 2025-04
JE-000521,2,1030,CC600,0,272941.1,COGS product - 2025-04
JE-000522,1,5020,CC600,73600.11,0,COGS services - 2025-04
JE-000522,2,2020,CC600,0,73600.11,COGS services - 2025-04
JE-000523,1,5030,CC900,26267.43,0,COGS subscriptions - 2025-04
JE-000523,2,2020,CC900,0,26267.43,COGS subscriptions - 2025-04
JE-000524,1,6010,CC100,202714.04,0,Payroll - CC100 - 2025-04
JE-000524,2,1010,CC100,0,202714.04,Payroll - CC100 - 2025-04
JE-000525,1,6010,CC200,132024.61,0,Payroll - CC200 - 2025-04
JE-000525,2,1010,CC200,0,132024.61,Payroll - CC200 - 2025-04
JE-000526,1,6010,CC300,72408.32,0,Payroll - CC300 - 2025-04
JE-000526,2,1010,CC300,0,72408.32,Payroll - CC300 - 2025-04
JE-000527,1,6010,CC400,47172.41,0,Payroll - CC400 - 2025-04
JE-000527,2,1010,CC400,0,47172.41,Payroll - CC400 - 2025-04
JE-000528,1,6010,CC500,38694.81,0,Payroll - CC500 - 2025-04
JE-000528,2,1010,CC500,0,38694.81,Payroll - CC500 - 2025-04
JE-000529,1,6010,CC600,66004.07,0,Payroll - CC600 - 2025-04
JE-000529,2,1010,CC600,0,66004.07,Payroll - CC600 - 2025-04
JE-000530,1,6010,CC700,57697.7,0,Payroll - CC700 - 2025-04
JE-000530,2,1010,CC700,0,57697.7,Payroll - CC700 - 2025-04
JE-000531,1,6010,CC800,86330.88,0,Payroll - CC800 - 2025-04
JE-000531,2,1010,CC800,0,86330.88,Payroll - CC800 - 2025-04
JE-000532,1,6010,CC900,162864.22,0,Payroll - CC900 - 2025-04
JE-000532,2,1010,CC900,0,162864.22,Payroll - CC900 - 2025-04
JE-000533,1,6020,CC100,55647.05,0,Benefits - CC100 - 2025-04
JE-000533,2,2020,CC100,0,55647.05,Benefits - CC100 - 2025-04
JE-000534,1,6020,CC200,35867.94,0,Benefits - CC200 - 2025-04
JE-000534,2,2020,CC200,0,35867.94,Benefits - CC200 - 2025-04
JE-000535,1,6020,CC300,19413.35,0,Benefits - CC300 - 2025-04
JE-000535,2,2020,CC300,0,19413.35,Benefits - CC300 - 2025-04
JE-000536,1,6020,CC400,13895.99,0,Benefits - CC400 - 2025-04
JE-000536,2,2020,CC400,0,13895.99,Benefits - CC400 - 2025-04
JE-000537,1,6020,CC500,10563.18,0,Benefits - CC500 - 2025-04
JE-000537,2,2020,CC500,0,10563.18,Benefits - CC500 - 2025-04
JE-000538,1,6020,CC600,17005.92,0,Benefits - CC600 - 2025-04
JE-000538,2,2020,CC600,0,17005.92,Benefits - CC600 - 2025-04
JE-000539,1,6020,CC700,14932.56,0,Benefits - CC700 - 2025-04
JE-000539,2,2020,CC700,0,14932.56,Benefits - CC700 - 2025-04
JE-000540,1,6020,CC800,23834.86,0,Benefits - CC800 - 2025-04
JE-000540,2,2020,CC800,0,23834.86,Benefits - CC800 - 2025-04
JE-000541,1,6020,CC900,46012.87,0,Benefits - CC900 - 2025-04
JE-000541,2,2020,CC900,0,46012.87,Benefits - CC900 - 2025-04
JE-000542,1,6030,CC600,40324.22,0,Rent and facilities - 2025-04
JE-000542,2,1010,CC600,0,40324.22,Rent and facilities - 2025-04
JE-000543,1,6040,CC999,17252.72,0,Depreciation - 2025-04
JE-000543,2,1120,CC999,0,17252.72,Depreciation - 2025-04
JE-000544,1,6050,CC800,7640.37,0,Professional services - 2025-04
JE-000544,2,2010,CC800,0,7640.37,Professional services - 2025-04
JE-000545,1,6060,CC300,56915.18,0,Marketing spend - 2025-04
JE-000545,2,2010,CC300,0,56915.18,Marketing spend - 2025-04
JE-000546,1,6070,CC200,11098.72,0,Travel and entertainment - 2025-04
JE-000546,2,1010,CC200,0,11098.72,Travel and entertainment - 2025-04
JE-000547,1,6080,CC100,33822.2,0,Software subscriptions - 2025-04
JE-000547,2,2010,CC100,0,33822.2,Software subscriptions - 2025-04
JE-000548,1,6100,CC600,8302.1,0,Utilities - 2025-04
JE-000548,2,2010,CC600,0,8302.1,Utilities - 2025-04
JE-000549,1,7010,CC400,6415.35,0,Interest expense - 2025-04
JE-000549,2,1010,CC400,0,6415.35,Interest expense - 2025-04
JE-000550,1,1010,CC400,656168.97,0,Cash collections - 2025-04
JE-000550,2,1020,CC400,0,656168.97,Cash collections - 2025-04
JE-000551,1,2010,CC400,309277.46,0,AP payments - 2025-04
JE-000551,2,1010,CC400,0,309277.46,AP payments - 2025-04
JE-000552,1,1020,CC200,435035.33,0,Product revenue - 2025-05
JE-000552,2,4010,CC200,0,435035.33,Product revenue - 2025-05
JE-000553,1,1020,CC200,178934.25,0,Service revenue - 2025-05
JE-000553,2,4020,CC200,0,178934.25,Service revenue - 2025-05
JE-000554,1,1020,CC200,96366.1,0,Subscription revenue - 2025-05
JE-000554,2,4030,CC200,0,96366.1,Subscription revenue - 2025-05
JE-000555,1,5010,CC600,254116.53,0,COGS product - 2025-05
JE-000555,2,1030,CC600,0,254116.53,COGS product - 2025-05
JE-000556,1,5020,CC600,67071.31,0,COGS services - 2025-05
JE-000556,2,2020,CC600,0,67071.31,COGS services - 2025-05
JE-000557,1,5030,CC900,21264.93,0,COGS subscriptions - 2025-05
JE-000557,2,2020,CC900,0,21264.93,COGS subscriptions - 2025-05
JE-000558,1,6010,CC100,207377.58,0,Payroll - CC100 - 2025-05
JE-000558,2,1010,CC100,0,207377.58,Payroll - CC100 - 2025-05
JE-000559,1,6010,CC200,132164.51,0,Payroll - CC200 - 2025-05
JE-000559,2,1010,CC200,0,132164.51,Payroll - CC200 - 2025-05
JE-000560,1,6010,CC300,77246.39,0,Payroll - CC300 - 2025-05
JE-000560,2,1010,CC300,0,77246.39,Payroll - CC300 - 2025-05
JE-000561,1,6010,CC400,52481.52,0,Payroll - CC400 - 2025-05
JE-000561,2,1010,CC400,0,52481.52,Payroll - CC400 - 2025-05
JE-000562,1,6010,CC500,37735.97,0,Payroll - CC500 - 2025-05
JE-000562,2,1010,CC500,0,37735.97,Payroll - CC500 - 2025-05
JE-000563,1,6010,CC600,59423.92,0,Payroll - CC600 - 2025-05
JE-000563,2,1010,CC600,0,59423.92,Payroll - CC600 - 2025-05
JE-000564,1,6010,CC700,55809.86,0,Payroll - CC700 - 2025-05
JE-000564,2,1010,CC700,0,55809.86,Payroll - CC700 - 2025-05
JE-000565,1,6010,CC800,84124.2,0,Payroll - CC800 - 2025-05
JE-000565,2,1010,CC800,0,84124.2,Payroll - CC800 - 2025-05
JE-000566,1,6010,CC900,168111.23,0,Payroll - CC900 - 2025-05
JE-000566,2,1010,CC900,0,168111.23,Payroll - CC900 - 2025-05
JE-000567,1,6020,CC100,57600.95,0,Benefits - CC100 - 2025-05
JE-000567,2,2020,CC100,0,57600.95,Benefits - CC100 - 2025-05
JE-000568,1,6020,CC200,34629.24,0,Benefits - CC200 - 2025-05
JE-000568,2,2020,CC200,0,34629.24,Benefits - CC200 - 2025-05
JE-000569,1,6020,CC300,21150.42,0,Benefits - CC300 - 2025-05
JE-000569,2,2020,CC300,0,21150.42,Benefits - CC300 - 2025-05
JE-000570,1,6020,CC400,14988.31,0,Benefits - CC400 - 2025-05
JE-000570,2,2020,CC400,0,14988.31,Benefits - CC400 - 2025-05
JE-000571,1,6020,CC500,10279.61,0,Benefits - CC500 - 2025-05
JE-000571,2,2020,CC500,0,10279.61,Benefits - CC500 - 2025-05
JE-000572,1,6020,CC600,14907.21,0,Benefits - CC600 - 2025-05
JE-000572,2,2020,CC600,0,14907.21,Benefits - CC600 - 2025-05
JE-000573,1,6020,CC700,14773.53,0,Benefits - CC700 - 2025-05
JE-000573,2,2020,CC700,0,14773.53,Benefits - CC700 - 2025-05
JE-000574,1,6020,CC800,22732.05,0,Benefits - CC800 - 2025-05
JE-000574,2,2020,CC800,0,22732.05,Benefits - CC800 - 2025-05
