journal_entry_id,posting_date,description,source_system,created_by,status,created_at
JE-000495,2025-03-28,Payroll - CC800 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000496,2025-03-28,Payroll - CC900 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000497,2025-03-28,Benefits - CC100 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000498,2025-03-28,Benefits - CC200 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000499,2025-03-28,Benefits - CC300 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000500,2025-03-28,Benefits - CC400 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000501,2025-03-28,Benefits - CC500 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000502,2025-03-28,Benefits - CC600 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000503,2025-03-28,Benefits - CC700 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000504,2025-03-28,Benefits - CC800 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000505,2025-03-28,Benefits - CC900 - 2025-03,Payroll System,ADP Integration,Posted,2025-03-28 00:00:00
JE-000506,2025-03-28,Rent and facilities - 2025-03,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000507,2025-03-28,Depreciation - 2025-03,Fixed Assets,Depreciation Module,Posted,2025-03-28 00:00:00
JE-000508,2025-03-28,Professional services - 2025-03,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000509,2025-03-28,Marketing spend - 2025-03,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000510,2025-03-28,Travel and entertainment - 2025-03,Concur,Expense System,Posted,2025-03-28 00:00:00
JE-000511,2025-03-28,Software subscriptions - 2025-03,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000512,2025-03-28,Insurance - 2025-Q1,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000513,2025-03-28,Utilities - 2025-03,AP System,Accounts Payable,Posted,2025-03-28 00:00:00
JE-000514,2025-03-28,Interest expense - 2025-03,Treasury,Debt Module,Posted,2025-03-28 00:00:00
JE-000515,2025-03-28,Tax provision - 2025-Q1,Tax System,Tax Module,Posted,2025-03-28 00:00:00
JE-000516,2025-03-23,Cash collections - 2025-03,ERP,Collections Module,Posted,2025-03-23 00:00:00
JE-000517,2025-03-18,AP payments - 2025-03,AP System,Payment Run,Posted,2025-03-18 00:00:00
JE-000518,2025-04-28,Product revenue - 2025-04,ERP,Revenue Module,Posted,2025-04-28 00:00:00
JE-000519,2025-04-28,Service revenue - 2025-04,ERP,Revenue Module,Posted,2025-04-28 00:00:00
JE-000520,2025-04-28,Subscription revenue - 2025-04,ERP,Revenue Module,Posted,2025-04-28 00:00:00
JE-000521,2025-04-28,COGS product - 2025-04,ERP,Cost Module,Posted,2025-04-28 00:00:00
JE-000522,2025-04-28,COGS services - 2025-04,ERP,Cost Module,Posted,2025-04-28 00:00:00
JE-000523,2025-04-28,COGS subscriptions - 2025-04,ERP,Cost Module,Posted,2025-04-28 00:00:00
JE-000524,2025-04-28,Payroll - CC100 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000525,2025-04-28,Payroll - CC200 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000526,2025-04-28,Payroll - CC300 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000527,2025-04-28,Payroll - CC400 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000528,2025-04-28,Payroll - CC500 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000529,2025-04-28,Payroll - CC600 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000530,2025-04-28,Payroll - CC700 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000531,2025-04-28,Payroll - CC800 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000532,2025-04-28,Payroll - CC900 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000533,2025-04-28,Benefits - CC100 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000534,2025-04-28,Benefits - CC200 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000535,2025-04-28,Benefits - CC300 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000536,2025-04-28,Benefits - CC400 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000537,2025-04-28,Benefits - CC500 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000538,2025-04-28,Benefits - CC600 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000539,2025-04-28,Benefits - CC700 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000540,2025-04-28,Benefits - CC800 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000541,2025-04-28,Benefits - CC900 - 2025-04,Payroll System,ADP Integration,Posted,2025-04-28 00:00:00
JE-000542,2025-04-28,Rent and facilities - 2025-04,AP System,Accounts Payable,Posted,2025-04-28 00:00:00
JE-000543,2025-04-28,Depreciation - 2025-04,Fixed Assets,Depreciation Module,Posted,2025-04-28 00:00:00
JE-000544,2025-04-28,Professional services - 2025-04,AP System,Accounts Payable,Posted,2025-04-28 00:00:00
JE-000545,2025-04-28,Marketing spend - 2025-04,AP System,Accounts Payable,Posted,2025-04-28 00:00:00
JE-000546,2025-04-28,Travel and entertainment - 2025-04,Concur,Expense System,Posted,2025-04-28 00:00:00
JE-000547,2025-04-28,Software subscriptions - 2025-04,AP System,Accounts Payable,Posted,2025-04-28 00:00:00
JE-000548,2025-04-28,Utilities - 2025-04,AP System,Accounts Payable,Posted,2025-04-28 00:00:00
JE-000549,2025-04-28,Interest expense - 2025-04,Treasury,Debt Module,Posted,2025-04-28 00:00:00
JE-000550,2025-04-23,Cash collections - 2025-04,ERP,Collections Module,Posted,2025-04-23 00:00:00
JE-000551,2025-04-18,AP payments - 2025-04,AP System,Payment Run,Posted,2025-04-18 00:00:00
JE-000552,2025-05-28,Product revenue - 2025-05,ERP,Revenue Module,Posted,2025-05-28 00:00:00
JE-000553,2025-05-28,Service revenue - 2025-05,ERP,Revenue Module,Posted,2025-05-28 00:00:00
JE-000554,2025-05-28,Subscription revenue - 2025-05,ERP,Revenue Module,Posted,2025-05-28 00:00:00
JE-000555,2025-05-28,COGS product - 2025-05,ERP,Cost Module,Posted,2025-05-28 00:00:00
JE-000556,2025-05-28,COGS services - 2025-05,ERP,Cost Module,Posted,2025-05-28 00:00:00
JE-000557,2025-05-28,COGS subscriptions - 2025-05,ERP,Cost Module,Posted,2025-05-28 00:00:00
JE-000558,2025-05-28,Payroll - CC100 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000559,2025-05-28,Payroll - CC200 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000560,2025-05-28,Payroll - CC300 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000561,2025-05-28,Payroll - CC400 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000562,2025-05-28,Payroll - CC500 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000563,2025-05-28,Payroll - CC600 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000564,2025-05-28,Payroll - CC700 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000565,2025-05-28,Payroll - CC800 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000566,2025-05-28,Payroll - CC900 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000567,2025-05-28,Benefits - CC100 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000568,2025-05-28,Benefits - CC200 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000569,2025-05-28,Benefits - CC300 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000570,2025-05-28,Benefits - CC400 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000571,2025-05-28,Benefits - CC500 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000572,2025-05-28,Benefits - CC600 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000573,2025-05-28,Benefits - CC700 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000574,2025-05-28,Benefits - CC800 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000575,2025-05-28,Benefits - CC900 - 2025-05,Payroll System,ADP Integration,Posted,2025-05-28 00:00:00
JE-000576,2025-05-28,Rent and facilities - 2025-05,AP System,Accounts Payable,Posted,2025-05-28 00:00:00
JE-000577,2025-05-28,Depreciation - 2025-05,Fixed Assets,Depreciation Module,Posted,2025-05-28 00:00:00
JE-000578,2025-05-28,Professional services - 2025-05,AP System,Accounts Payable,Posted,2025-05-28 00:00:00
JE-000579,2025-05-28,Marketing spend - 2025-05,AP System,Accounts Payable,Posted,2025-05-28 00:00:00
JE-000580,2025-05-28,Travel and entertainment - 2025-05,Concur,Expense System,Posted,2025-05-28 00:00:00
JE-000581,2025-05-28,Software subscriptions - 2025-05,AP System,Accounts Payable,Posted,2025-05-28 00:00:00
JE-000582,2025-05-28,Utilities - 2025-05,AP System,Accounts Payable,Posted,2025-05-28 00:00:00
JE-000583,2025-05-28,Interest expense - 2025-05,Treasury,Debt Module,Posted,2025-05-28 00:00:00
JE-000584,2025-05-23,Cash collections - 2025-05,ERP,Collections Module,Posted,2025-05-23 00:00:00
JE-000585,2025-05-18,AP payments - 2025-05,AP System,Payment Run,Posted,2025-05-18 00:00:00
JE-000586,2025-06-28,Product revenue - 2025-06,ERP,Revenue Module,Posted,2025-06-28 00:00:00
JE-000587,2025-06-28,Service revenue - 2025-06,ERP,Revenue Module,Posted,2025-06-28 00:00:00
JE-000588,2025-06-28,Subscription revenue - 2025-06,ERP,Revenue Module,Posted,2025-06-28 00:00:00
JE-000589,2025-06-28,COGS product - 2025-06,ERP,Cost Module,Posted,2025-06-28 00:00:00
JE-000590,2025-06-28,COGS services - 2025-06,ERP,Cost Module,Posted,2025-06-28 00:00:00
JE-000591,2025-06-28,COGS subscriptions - 2025-06,ERP,Cost Module,Posted,2025-06-28 00:00:00
JE-000592,2025-06-28,Payroll - CC100 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000593,2025-06-28,Payroll - CC200 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000594,2025-06-28,Payroll - CC300 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000595,2025-06-28,Payroll - CC400 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000596,2025-06-28,Payroll - CC500 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000597,2025-06-28,Payroll - CC600 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000598,2025-06-28,Payroll - CC700 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000599,2025-06-28,Payroll - CC800 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000600,2025-06-28,Payroll - CC900 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000601,2025-06-28,Benefits - CC100 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000602,2025-06-28,Benefits - CC200 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000603,2025-06-28,Benefits - CC300 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000604,2025-06-28,Benefits - CC400 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000605,2025-06-28,Benefits - CC500 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000606,2025-06-28,Benefits - CC600 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000607,2025-06-28,Benefits - CC700 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000608,2025-06-28,Benefits - CC800 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000609,2025-06-28,Benefits - CC900 - 2025-06,Payroll System,ADP Integration,Posted,2025-06-28 00:00:00
JE-000610,2025-06-28,Rent and facilities - 2025-06,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000611,2025-06-28,Depreciation - 2025-06,Fixed Assets,Depreciation Module,Posted,2025-06-28 00:00:00
JE-000612,2025-06-28,Professional services - 2025-06,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000613,2025-06-28,Marketing spend - 2025-06,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000614,2025-06-28,Travel and entertainment - 2025-06,Concur,Expense System,Posted,2025-06-28 00:00:00
JE-000615,2025-06-28,Software subscriptions - 2025-06,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000616,2025-06-28,Insurance - 2025-Q2,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000617,2025-06-28,Utilities - 2025-06,AP System,Accounts Payable,Posted,2025-06-28 00:00:00
JE-000618,2025-06-28,Interest expense - 2025-06,Treasury,Debt Module,Posted,2025-06-28 00:00:00
JE-000619,2025-06-28,Tax provision - 2025-Q2,Tax System,Tax Module,Posted,2025-06-28 00:00:00
JE-000620,2025-06-23,Cash collections - 2025-06,ERP,Collections Module,Posted,2025-06-23 00:00:00
JE-000621,2025-06-18,AP payments - 2025-06,AP System,Payment Run,Posted,2025-06-18 00:00:00
JE-000622,2025-07-28,Product revenue - 2025-07,ERP,Revenue Module,Posted,2025-07-28 00:00:00
JE-000623,2025-07-28,Service revenue - 2025-07,ERP,Revenue Module,Posted,2025-07-28 00:00:00
JE-000624,2025-07-28,Subscription revenue - 2025-07,ERP,Revenue Module,Posted,2025-07-28 00:00:00
JE-000625,2025-07-28,COGS product - 2025-07,ERP,Cost Module,Posted,2025-07-28 00:00:00
JE-000626,2025-07-28,COGS services - 2025-07,ERP,Cost Module,Posted,2025-07-28 00:00:00
JE-000627,2025-07-28,COGS subscriptions - 2025-07,ERP,Cost Module,Posted,2025-07-28 00:00:00
JE-000628,2025-07-28,Payroll - CC100 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000629,2025-07-28,Payroll - CC200 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000630,2025-07-28,Payroll - CC300 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000631,2025-07-28,Payroll - CC400 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000632,2025-07-28,Payroll - CC500 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000633,2025-07-28,Payroll - CC600 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000634,2025-07-28,Payroll - CC700 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000635,2025-07-28,Payroll - CC800 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000636,2025-07-28,Payroll - CC900 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000637,2025-07-28,Benefits - CC100 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000638,2025-07-28,Benefits - CC200 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000639,2025-07-28,Benefits - CC300 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000640,2025-07-28,Benefits - CC400 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000641,2025-07-28,Benefits - CC500 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000642,2025-07-28,Benefits - CC600 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000643,2025-07-28,Benefits - CC700 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000644,2025-07-28,Benefits - CC800 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000645,2025-07-28,Benefits - CC900 - 2025-07,Payroll System,ADP Integration,Posted,2025-07-28 00:00:00
JE-000646,2025-07-28,Rent and facilities - 2025-07,AP System,Accounts Payable,Posted,2025-07-28 00:00:00
JE-000647,2025-07-28,Depreciation - 2025-07,Fixed Assets,Depreciation Module,Posted,2025-07-28 00:00:00
JE-000648,2025-07-28,Professional services - 2025-07,AP System,Accounts Payable,Posted,2025-07-28 00:00:00
JE-000649,2025-07-28,Marketing spend - 2025-07,AP System,Accounts Payable,Posted,2025-07-28 00:00:00
JE-000650,2025-07-28,Travel and entertainment - 2025-07,Concur,Expense System,Posted,2025-07-28 00:00:00
JE-000651,2025-07-28,Software subscriptions - 2025-07,AP System,Accounts Payable,Posted,2025-07-28 00:00:00
JE-000652,2025-07-28,Utilities - 2025-07,AP System,Accounts Payable,Posted,2025-07-28 00:00:00
JE-000653,2025-07-28,Interest expense - 2025-07,Treasury,Debt Module,Posted,2025-07-28 00:00:00
JE-000654,2025-07-23,Cash collections - 2025-07,ERP,Collections Module,Posted,2025-07-23 00:00:00
JE-000655,2025-07-18,AP payments - 2025-07,AP System,Payment Run,Posted,2025-07-18 00:00:00
JE-000656,2025-08-28,Product revenue - 2025-08,ERP,Revenue Module,Posted,2025-08-28 00:00:00
JE-000657,2025-08-28,Service revenue - 2025-08,ERP,Revenue Module,Posted,2025-08-28 00:00:00
JE-000658,2025-08-28,Subscription revenue - 2025-08,ERP,Revenue Module,Posted,2025-08-28 00:00:00
JE-000659,2025-08-28,COGS product - 2025-08,ERP,Cost Module,Posted,2025-08-28 00:00:00
JE-000660,2025-08-28,COGS services - 2025-08,ERP,Cost Module,Posted,2025-08-28 00:00:00
JE-000661,2025-08-28,COGS subscriptions - 2025-08,ERP,Cost Module,Posted,2025-08-28 00:00:00
JE-000662,2025-08-28,Payroll - CC100 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000663,2025-08-28,Payroll - CC200 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000664,2025-08-28,Payroll - CC300 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000665,2025-08-28,Payroll - CC400 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000666,2025-08-28,Payroll - CC500 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000667,2025-08-28,Payroll - CC600 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000668,2025-08-28,Payroll - CC700 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000669,2025-08-28,Payroll - CC800 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000670,2025-08-28,Payroll - CC900 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000671,2025-08-28,Benefits - CC100 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000672,2025-08-28,Benefits - CC200 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000673,2025-08-28,Benefits - CC300 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000674,2025-08-28,Benefits - CC400 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000675,2025-08-28,Benefits - CC500 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000676,2025-08-28,Benefits - CC600 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000677,2025-08-28,Benefits - CC700 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000678,2025-08-28,Benefits - CC800 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000679,2025-08-28,Benefits - CC900 - 2025-08,Payroll System,ADP Integration,Posted,2025-08-28 00:00:00
JE-000680,2025-08-28,Rent and facilities - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 00:00:00
JE-000681,2025-08-28,Depreciation - 2025-08,Fixed Assets,Depreciation Module,Posted,2025-08-28 00:00:00
JE-000682,2025-08-28,Professional services - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 00:00:00
JE-000683,2025-08-28,Marketing spend - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 00:00:00
JE-000684,2025-08-28,Travel and entertainment - 2025-08,Concur,Expense System,Posted,2025-08-28 00:00:00
JE-000685,2025-08-28,Software subscriptions - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 00:00:00
JE-000686,2025-08-28,Utilities - 2025-08,AP System,Accounts Payable,Posted,2025-08-28 00:00:00
JE-000687,2025-08-28,Interest expense - 2025-08,Treasury,Debt Module,Posted,2025-08-28 00:00:00
JE-000688,2025-08-23,Cash collections - 2025-08,ERP,Collections Module,Posted,2025-08-23 00:00:00
JE-000689,2025-08-18,AP payments - 2025-08,AP System,Payment Run,Posted,2025-08-18 00:00:00
JE-000690,2025-09-28,Product revenue - 2025-09,ERP,Revenue Module,Posted,2025-09-28 00:00:00
JE-000691,2025-09-28,Service revenue - 2025-09,ERP,Revenue Module,Posted,2025-09-28 00:00:00
JE-000692,2025-09-28,Subscription revenue - 2025-09,ERP,Revenue Module,Posted,2025-09-28 00:00:00
JE-000693,2025-09-28,COGS product - 2025-09,ERP,Cost Module,Posted,2025-09-28 00:00:00
JE-000694,2025-09-28,COGS services - 2025-09,ERP,Cost Module,Posted,2025-09-28 00:00:00
JE-000695,2025-09-28,COGS subscriptions - 2025-09,ERP,Cost Module,Posted,2025-09-28 00:00:00
JE-000696,2025-09-28,Payroll - CC100 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000697,2025-09-28,Payroll - CC200 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000698,2025-09-28,Payroll - CC300 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000699,2025-09-28,Payroll - CC400 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000700,2025-09-28,Payroll - CC500 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000701,2025-09-28,Payroll - CC600 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000702,2025-09-28,Payroll - CC700 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000703,2025-09-28,Payroll - CC800 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000704,2025-09-28,Payroll - CC900 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000705,2025-09-28,Benefits - CC100 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000706,2025-09-28,Benefits - CC200 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000707,2025-09-28,Benefits - CC300 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000708,2025-09-28,Benefits - CC400 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000709,2025-09-28,Benefits - CC500 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000710,2025-09-28,Benefits - CC600 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000711,2025-09-28,Benefits - CC700 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000712,2025-09-28,Benefits - CC800 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000713,2025-09-28,Benefits - CC900 - 2025-09,Payroll System,ADP Integration,Posted,2025-09-28 00:00:00
JE-000714,2025-09-28,Rent and facilities - 2025-09,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000715,2025-09-28,Depreciation - 2025-09,Fixed Assets,Depreciation Module,Posted,2025-09-28 00:00:00
JE-000716,2025-09-28,Professional services - 2025-09,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000717,2025-09-28,Marketing spend - 2025-09,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000718,2025-09-28,Travel and entertainment - 2025-09,Concur,Expense System,Posted,2025-09-28 00:00:00
JE-000719,2025-09-28,Software subscriptions - 2025-09,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000720,2025-09-28,Insurance - 2025-Q3,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000721,2025-09-28,Utilities - 2025-09,AP System,Accounts Payable,Posted,2025-09-28 00:00:00
JE-000722,2025-09-28,Interest expense - 2025-09,Treasury,Debt Module,Posted,2025-09-28 00:00:00
JE-000723,2025-09-28,Tax provision - 2025-Q3,Tax System,Tax Module,Posted,2025-09-28 00:00:00
JE-000724,2025-09-23,Cash collections - 2025-09,ERP,Collections Module,Posted,2025-09-23 00:00:00
JE-000725,2025-09-18,AP payments - 2025-09,AP System,Payment Run,Posted,2025-09-18 00:00:00
JE-000726,2025-10-28,Product revenue - 2025-10,ERP,Revenue Module,Posted,2025-10-28 00:00:00
JE-000727,2025-10-28,Service revenue - 2025-10,ERP,Revenue Module,Posted,2025-10-28 00:00:00
JE-000728,2025-10-28,Subscription revenue - 2025-10,ERP,Revenue Module,Posted,2025-10-28 00:00:00
JE-000729,2025-10-28,COGS product - 2025-10,ERP,Cost Module,Posted,2025-10-28 00:00:00
JE-000730,2025-10-28,COGS services - 2025-10,ERP,Cost Module,Posted,2025-10-28 00:00:00
JE-000731,2025-10-28,COGS subscriptions - 2025-10,ERP,Cost Module,Posted,2025-10-28 00:00:00
JE-000732,2025-10-28,Payroll - CC100 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000733,2025-10-28,Payroll - CC200 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000734,2025-10-28,Payroll - CC300 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000735,2025-10-28,Payroll - CC400 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000736,2025-10-28,Payroll - CC500 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000737,2025-10-28,Payroll - CC600 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000738,2025-10-28,Payroll - CC700 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000739,2025-10-28,Payroll - CC800 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000740,2025-10-28,Payroll - CC900 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
JE-000741,2025-10-28,Benefits - CC100 - 2025-10,Payroll System,ADP Integration,Posted,2025-10-28 00:00:00
